PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Preservação, catalogação e digitalização do acervo Hostílio Soares da Escola de Música da UEMG",2003,2015,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
Acervo Hostílio Soares - Ópera A Vida: recuperação e digitalização,2010,2010,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
Acervo Hostílio Soares - Ópera Príncipes Românticos: recuperação e digitalização,2011,2012,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
Acervo Hostílio Soares - Sinfonia Brasília,2012,2012,PESQUISA,"['Arnon Sávio Reis de Oliveira', 'Everson Oliveira Almeida']","['SIM', 'NAO']"
Orquestra Sinfônica da UEMG,2006,2015,EXTENSAO,['Arnon Sávio Reis de Oliveira'],['SIM']
Acervo Hostílio Soares - Ópera A História do Asceta e a Dançarina,2012,2012,PESQUISA,"['Arnon Sávio Reis de Oliveira', 'Albert Franklin Martins Paixão']","['SIM', 'NAO']"
"Movimento de corais de câmara iniciado em 1950, em Belo Horizonte, tendo como foco principal o Madrigal Renascentista",2015,ATUAL,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
Recuperação do acervo do compositor Hostílio Soares,2015,ATUAL,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
Música para todos,2010,ATUAL,EXTENSAO,"['Arnon Sávio Reis de Oliveira', 'Carlos Aleixo dos Reis', 'Maria Betania Parizzi Fonseca']","['SIM', 'NAO', 'NAO']"
Núcleo de Música Coral da UFMG,2018,ATUAL,EXTENSAO,"['Arnon Sávio Reis de Oliveira', 'Ernani Maletta']","['SIM', 'NAO']"
4 Cantos Coral BDMG - Coral na Praça,1993,ATUAL,OUTRA,['Arnon Sávio Reis de Oliveira'],['SIM']
Coral BDMG na Estrada Real,2005,2015,OUTRA,['Arnon Sávio Reis de Oliveira'],['SIM']
Madrigale - Missas cantadas,2002,2002,PESQUISA,['Arnon Sávio Reis de Oliveira'],['SIM']
